Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
ITRN,Ituran Location,22.99,-0.18,-0.78%,23.36,22.33,58693,3/16/21
ITT,ITT Inc,87.02,-2.36,-2.64%,88.54,86.42,301252,3/16/21
ITUB,Itau Unibanco Banco Holding S.A.,4.76,-0.09,-1.86%,4.88,4.74,30364258,3/16/21
ITW,Illinois Tool Works Inc,218.52,-1.19,-0.54%,220.69,217.27,1206025,3/16/21
IUSB,USD Bond Market Total Ishares Core ETF,52.78,-0.01,-0.02%,52.84,52.72,1034506,3/16/21
IUSG,S&P US Growth Ishares Core ETF,90.71,0.32,0.35%,91.47,90.39,703023,3/16/21
IUSV,S&P US Value Ishares Core ETF,69.1,-0.5,-0.72%,69.55,68.98,631307,3/16/21
IVAC,Intevac Inc,6.53,0.07,1.08%,6.6,6.4,61767,3/16/21
IVC,Invacare Corp,8.44,-0.34,-3.87%,8.93,8.34,660518,3/16/21
IVE,S&P 500 Value Ishares ETF,141.45,-0.95,-0.67%,142.12,141.12,845707,3/16/21
IVLU,Intl Value Factor Ishares Edge MSCI ETF,25.43,-0.05,-0.20%,25.5,25.38,243834,3/16/21
IVOL,Quadratic Interest Rate Vol and Infl ETF,28.52,0.1,0.35%,28.55,28.46,1511105,3/16/21
IVR,Invesco Mortgage Capital Inc,3.96,-0.03,-0.75%,4,3.9,7950737,3/16/21
IVV,S&P 500 Ishares Core ETF,397.45,-0.56,-0.14%,399.36,396.58,3721204,3/16/21
IVW,S&P 500 Growth Ishares ETF,64.92,0.23,0.36%,65.54,64.71,1470231,3/16/21
IVZ,Invesco Plc,25.25,-0.75,-2.88%,26.06,25.13,10650516,3/16/21
IWB,Russell 1000 Ishares ETF,224.53,-0.53,-0.24%,225.8,223.98,782530,3/16/21
IWC,Micro-Cap Ishares ETF,155.4,-3.02,-1.91%,158.28,153.87,107407,3/16/21
IWD,Russell 1000 Value Ishares ETF,151.95,-1.05,-0.69%,152.84,151.71,4002285,3/16/21
IWF,Russell 1000 Growth Ishares ETF,243.95,0.68,0.28%,246.34,242.79,1857855,3/16/21
IWM,Russell 2000 Ishares ETF,230.5,-3.92,-1.67%,234.09,229.12,24584100,3/16/21
IWN,Russell 2000 Value Ishares ETF,166.27,-3.13,-1.85%,169.07,165.68,2651729,3/16/21
IWO,Russell 2000 Growth Ishares ETF,314.29,-4.72,-1.48%,319.07,311.34,553505,3/16/21
IWP,Russell Mid-Cap Growth Ishares ETF,103.29,-0.9,-0.86%,104.91,102.56,2259295,3/16/21
IWR,Russell Mid-Cap Ishares ETF,74.87,-0.81,-1.07%,75.8,74.57,1172908,3/16/21
IWS,Russell Mid-Cap Value Ishares ETF,110.58,-1.39,-1.24%,111.89,110.29,1309294,3/16/21
IWV,Russell 3000 Ishares ETF,238.7,-0.78,-0.33%,240.02,238.14,114408,3/16/21
IXC,Global Energy Ishares ETF,25.65,-0.62,-2.36%,25.97,25.51,797799,3/16/21
IXJ,Global Healthcare Ishares ETF,76.37,0.16,0.21%,76.61,76.2,392558,3/16/21
IXN,Global Tech Ishares ETF,309.14,2.2,0.72%,311.75,307.67,46771,3/16/21
IXP,Global Telecom Ishares ETF,81.96,0.67,0.82%,82.34,81.56,14958,3/16/21
IXUS,Total Intl Stock Ishares Core MSCI ETF,71.16,0.18,0.25%,71.3,71,1125992,3/16/21
IYE,US Energy Ishares ETF,27.38,-0.78,-2.77%,27.76,27.22,2901848,3/16/21
IYF,US Financials Ishares ETF,75.71,-0.55,-0.72%,76.2,75.34,427197,3/16/21
IYG,US Financial Services Ishares ETF,174.58,-1.41,-0.80%,175.48,173.73,31081,3/16/21
IYH,US Healthcare Ishares ETF,250.71,0,0.00%,251.36,249.66,37117,3/16/21
IYJ,US Industrials Ishares ETF,104.46,-1.29,-1.22%,106.09,104.39,125189,3/16/21
IYM,US Basic Materials Ishares ETF,124.25,-1.15,-0.92%,125.6,123.75,104590,3/16/21
IYR,US Real Estate Ishares ETF,91.92,-0.2,-0.22%,92.47,91.46,4161973,3/16/21
IYT,Transportation Average Ishares ETF,247.37,-3.82,-1.52%,251.51,246.38,165472,3/16/21
IYW,US Technology Ishares ETF,88.35,0.76,0.87%,89.37,87.81,2679399,3/16/21
IYZ,US Telecommunications Ishares ETF,32.43,0.01,0.03%,32.5,32.29,87183,3/16/21
IZEA,Izea Inc,4.15,-0.35,-7.78%,4.56,4.01,1511360,3/16/21
J,Jacobs Engineering Group Inc,124.53,-1.35,-1.07%,125.76,123.65,388286,3/16/21
JACK,Jack IN The Box Inc,111.7,1.98,1.80%,111.89,109,520979,3/16/21
JAGX,Jaguar Health Inc,2.1,-0.15,-6.67%,2.26,2.06,6824906,3/16/21
JAMF,Jamf Holding Corp,38.9,-0.67,-1.69%,40.12,38.51,396541,3/16/21
JAX,J. Alexander's Holdings Inc C,9.54,-0.06,-0.63%,9.88,9.45,55217,3/16/21
JAZZ,Jazz Pharma Plc,171.89,-0.75,-0.43%,175.72,169.43,608131,3/16/21
JBGS,Jbg Smith Properties,32.86,-0.78,-2.32%,33.47,32.62,437357,3/16/21
JBHT,J B Hunt Transport,158.17,-3.29,-2.04%,161.71,157.25,370127,3/16/21
JBL,Jabil Circuit,50.47,1.63,3.34%,52.03,50.08,2810004,3/16/21
JBLU,Jetblue Airways Cp,20.74,-0.9,-4.16%,21.6,20.52,8894799,3/16/21
JBSS,John B Sanfilippo,91.4,-0.5,-0.54%,92.36,90.74,29571,3/16/21
JBT,John Bean Technologies Corp,139.34,-4.13,-2.88%,144.45,139.19,105542,3/16/21
JCI,Johnson Controls Intl,60.57,-1.72,-2.76%,62.27,60.05,5524163,3/16/21
JCOM,J2 Global Inc,121.89,-0.6,-0.49%,124.82,121.07,749069,3/16/21
JD,Jd.com Inc Ads,85.76,0.63,0.74%,86.7,84.6,10122883,3/16/21
JDST,Junior Gold Mine Bear 3X Direxion,11.22,0.19,1.72%,11.33,10.99,2680449,3/16/21
JE,Just Energy Group Inc,1.68,-0.22,-11.58%,1.88,1.68,5302980,3/16/21
JEF,Jefferies Financial Group Inc,33.36,0.36,1.09%,33.51,32.92,2167675,3/16/21
JELD,Jeld-Wen Holding Inc,28.38,-1.33,-4.48%,29.77,28.28,572557,3/16/21
JETS,US Global Jets ETF,27.96,-0.75,-2.61%,28.77,27.83,8433745,3/16/21
JG,Aurora Mobile Ltd ADR,5.95,-0.32,-5.10%,6.35,5.8,1264629,3/16/21
JHG,Janus Henderson Group Plc,31.62,-0.79,-2.44%,32.44,31.53,680110,3/16/21
JIH,Juniper Industrial Holdings Inc Cl A,12.83,-0.07,-0.54%,13.2,12.56,223476,3/16/21
JILL,J. Jill Inc,7.82,1.38,21.43%,9.48,5.49,5050126,3/16/21
JJC,Ipatha.B Copper Subindex TR ETN,61.2,-1.54,-2.46%,61.82,61.2,14010,3/16/21
JJG,Ipatha.B Grains Subindex TR ETN,59.46,0.33,0.57%,59.75,58.68,3518,3/16/21
JJSF,J J Snack Foods,164.5,-1.34,-0.81%,165.33,163.02,45333,3/16/21
JKHY,Jack Henry & Assoc,151.07,-0.5,-0.33%,152.11,149.8,341173,3/16/21
JKS,Jinkosolar Holding Company Ltd,45.92,-0.87,-1.86%,47.89,45.17,1388092,3/16/21
JLL,Jones Lang Lasalle Inc,176.29,-3.83,-2.13%,180.85,175.95,183478,3/16/21
JMIA,Jumia Technologies Ag ADR,48.17,-3.38,-6.56%,52.3,46.41,6782061,3/16/21
JNCE,Jounce Therapeutics Inc,11.25,-0.53,-4.50%,11.76,10.94,601372,3/16/21
JNJ,Johnson & Johnson,161.37,0.95,0.59%,161.68,160.24,6368367,3/16/21
JNK,High Yield Bond ETF SPDR,107.7,-0.34,-0.31%,108,107.66,10720282,3/16/21
JNPR,Juniper Networks,25.55,-0.28,-1.08%,25.78,25.27,4378258,3/16/21
JNUG,Junior Gold Mine Bull 2X Direxion,88.8,-1.51,-1.67%,90.26,87.41,858725,3/16/21
JO,Ipatha.B Coffee Subindex TR ETN,38.83,0.79,2.08%,39.21,38.4,57471,3/16/21
JOBS,51Job Inc,64.25,-0.01,-0.02%,65,64,131838,3/16/21
JOE,St. Joe Company,47.81,-0.81,-1.67%,48.74,47.63,172050,3/16/21
JOET,Virtus Terranova U.S. Quality Momentum ETF,26.19,-0.03,-0.13%,26.4,26.16,27309,3/16/21
JP,Jupai Holdings Ltd,2.53,-0.12,-4.53%,2.65,2.43,88924,3/16/21
JPEM,JPM Dvsd Rtns EM ETF,57.26,0.14,0.25%,57.45,57.11,169673,3/16/21
JPIN,JPM Dvsd Rtns Intl Equity ETF,61.35,0.19,0.31%,61.41,61.26,29079,3/16/21
JPM,JP Morgan Chase & Company,153.51,-1.86,-1.20%,154.6,152.19,12804077,3/16/21
JPUS,JPM Dvsd Rtns US Equity ETF,90.5,-0.6,-0.66%,90.87,90.44,25977,3/16/21
JRVR,James River Gp HD,48.18,-0.22,-0.44%,48.65,47.6,206305,3/16/21
JUST,GS Just U.S. Large Cap Equity ETF,57.8,0,0.00%,58.02,57.68,9466,3/16/21
JWN,Nordstrom,44.86,-0.93,-2.03%,45.55,44.15,4745705,3/16/21
JWS,Jaws Acquisition Corp Cl A.,13.4,0.25,1.90%,13.75,12.96,776041,3/16/21
JYNT,The Joint Corp,43.09,-2.41,-5.30%,47.32,42.63,129829,3/16/21
K,Kellogg Company,60.36,0.34,0.57%,60.59,59.79,2246579,3/16/21
KAI,Kadant Inc,176.56,-1.31,-0.74%,177.85,174.64,38753,3/16/21
KALA,Kala Pharmaceuticals Inc,7.83,0.29,3.85%,8.09,7.64,1751298,3/16/21
KALU,Kaiser Aluminum,117.42,-4.75,-3.89%,121.8,116.66,117664,3/16/21
KALV,Kalvista Pharmaceuticals Inc,34.21,1.2,3.64%,34.65,32.94,345430,3/16/21
KAMN,Kaman Corp,53.54,-0.52,-0.96%,53.92,52.57,92663,3/16/21
KAR,Kar Auction Services Inc,16.18,-0.23,-1.40%,16.52,16.04,1504311,3/16/21
KARS,KS Electric Vehicles and Future Mobility ETF,43.54,0.09,0.21%,44,43.29,262981,3/16/21
KB,KB Financial Group Inc,44.82,-0.21,-0.47%,45.13,44.31,166106,3/16/21
KBA,KS Bosera MSCI China A ETF,44.41,0.38,0.86%,44.48,44.22,184068,3/16/21
KBAL,Kimball Intl Cl B,13.98,-0.34,-2.37%,14.23,13.72,148842,3/16/21
KBE,S&P Bank ETF SPDR,53.92,-0.73,-1.34%,54.39,53.33,3114233,3/16/21
KBH,KB Home,45.23,-0.27,-0.59%,46.55,45.11,1449266,3/16/21
KBR,KBR Inc,32.62,-0.45,-1.36%,33.03,32.26,1244615,3/16/21
KBWB,KBW Bank Invesco ETF,62.28,-0.81,-1.28%,62.83,61.58,1145111,3/16/21
KC,Kingsoft Cloud Holdings Limited ADR,50.42,0.2,0.40%,53,49.81,2134787,3/16/21
KCE,S&P Capital Markets ETF SPDR,85.55,-0.8,-0.92%,86.18,85.5,5581,3/16/21
KDMN,Kadmon Holdings Llc,4.27,-0.15,-3.39%,4.45,4.12,3577224,3/16/21
KDNY,Chinook Therapeutics Inc,17.28,-1.34,-7.20%,18.63,17.25,82181,3/16/21
KDP,Keurig Dr Pepper Inc,34.08,0.5,1.49%,34.23,33.65,7239359,3/16/21
KE,Kimball Electrnc,28.43,1.56,5.81%,29.99,26.19,798807,3/16/21
KELYA,Kelly Svcs Cl A,21.85,-0.39,-1.75%,22.23,21.64,342605,3/16/21
KEP,Korea Electric Power Corp,10.97,0.56,5.38%,11.1,10.87,270520,3/16/21
KERN,Akerna Corp Cl A,5.23,-0.43,-7.60%,5.69,5.1,1977181,3/16/21
KEX,Kirby Corp,68.13,-1.77,-2.53%,69.78,67.79,216532,3/16/21
KEY,Keycorp,20.31,-0.56,-2.68%,20.8,20.16,16127888,3/16/21
KEYS,Keysight Technologies Inc Comm,137.48,0.58,0.42%,138.04,136.45,803302,3/16/21
KFRC,Kforce Inc,52.52,-1.43,-2.65%,54.1,51.71,83952,3/16/21
KFY,Korn/Ferry International,63.14,-0.43,-0.68%,63.48,62.16,237922,3/16/21
KGC,Kinross Gold Corp,6.88,0,0.00%,6.94,6.79,13127770,3/16/21
KHC,Kraft Heinz Company,38.74,0.21,0.55%,38.95,38.46,6492879,3/16/21
KIDS,Orthopediatrics Corp,45.57,1.31,2.96%,47.52,44.46,197899,3/16/21
KIE,S&P Insurance ETF SPDR,37.28,-0.44,-1.17%,37.56,37.03,557420,3/16/21
KIM,Kimco Realty Corp,19.1,-0.62,-3.14%,19.73,18.99,4571610,3/16/21
KIN,Kindred Biosciences,4.94,-0.03,-0.60%,4.99,4.78,292289,3/16/21
KIRK,Kirkland's Inc,28.69,-1.24,-4.14%,30.12,26.9,938981,3/16/21
KKR,KKR & CO LP,48.93,-0.42,-0.85%,49.79,48.52,2386280,3/16/21
KL,Kirkland Lake Gold Ltd,34.44,-0.28,-0.81%,34.9,34.22,1570804,3/16/21
KLAC,K L A-Tencor Corp,301.95,2.99,1.00%,305.96,298.88,1544177,3/16/21
KLDO,Kaleido Biosciences Inc,10.37,0.11,1.07%,10.72,10.08,152908,3/16/21
KLIC,Kulicke and Soffa,50.28,1.52,3.12%,51.23,49.06,697357,3/16/21
KLR,Kaleyra Inc,16.49,-1.14,-6.47%,17.88,16.22,328545,3/16/21
KMB,Kimberly-Clark Corp,134.43,0.18,0.13%,134.91,133.57,2157031,3/16/21
KMDA,Kamada Ltd,6.3,-0.07,-1.10%,6.43,6.21,99131,3/16/21
KMI,Kinder Morgan,15.92,-0.41,-2.51%,16.21,15.87,14381800,3/16/21
KMPH,Kempharm Inc,11.03,-0.9,-7.54%,13.8,10.42,13937123,3/16/21
KMPR,Kemper Corp,81.9,0.1,0.12%,82.24,80.7,185402,3/16/21
KMT,Kennametal Inc,40.99,-1.28,-3.03%,42.26,40.92,448851,3/16/21
KMX,Carmax Inc,131.12,-3.23,-2.40%,133.85,130.31,1065799,3/16/21
KN,Knowles Corp,21.37,-0.12,-0.56%,21.66,21.36,510440,3/16/21
KNDI,Kandi Techs Group,6.85,-0.27,-3.79%,7.28,6.84,2445453,3/16/21
KNL,Knoll Inc,17.46,-0.61,-3.38%,17.94,17.2,162089,3/16/21
KNOP,Knot Offshore Partners LP,18.44,-0.24,-1.28%,18.77,18.41,119190,3/16/21
KNSA,Kiniksa Pharmaceuticals Ltd,22.89,0.05,0.22%,23.49,22.5,398383,3/16/21
KNSL,Kinsale Capital Group Inc,173.75,-2.76,-1.56%,176.96,172.54,94439,3/16/21
KNX,Knight-Swift Transporation Inc,44.95,-0.82,-1.79%,45.83,44.69,1103450,3/16/21
KO,Coca-Cola Company,51.22,0.19,0.37%,51.52,51.04,14211739,3/16/21
KOD,Kodiak Sciences Inc,129.08,1.52,1.19%,134.6,125.98,310791,3/16/21
KODK,Eastman Kodak,8.75,-0.78,-8.18%,9.65,8.71,10527252,3/16/21
KOF,Coca Cola Femsa S.A.B. DE C.V.,48.49,0.93,1.96%,48.62,47.42,118363,3/16/21
KOLD,Ultrashort Natural Gas Proshares,40.03,-1.74,-4.17%,41.63,39.76,615889,3/16/21
KOP,Koppers Holdings Inc,36.22,-0.54,-1.47%,37.1,35.35,132823,3/16/21
KOPN,Kopin Cp,9.93,-0.87,-8.06%,11.05,9.55,3767367,3/16/21
KORU,South Korea Bull 3X Direxion,40.78,0.27,0.67%,41.42,40.38,73914,3/16/21
KOS,Kosmos Energy Ltd,3.41,-0.23,-6.32%,3.57,3.34,7980259,3/16/21
KPTI,Karyopharm Therapeut,12.51,-0.05,-0.40%,12.84,12.26,1520542,3/16/21
KR,Kroger Company,35.82,-0.05,-0.14%,35.96,35.59,7326913,3/16/21
KRA,Kraton Performance Polymers Inc,39.24,-0.93,-2.32%,40.2,38.23,175523,3/16/21
KRC,Kilroy Realty Corp,67.62,-1.28,-1.86%,68.73,67.06,995311,3/16/21
KRE,S&P Regional Banking ETF SPDR,69.28,-1.06,-1.51%,69.87,68.41,5863657,3/16/21
KREF,KKR Real Estate Finance Trust Inc,18.98,-0.1,-0.52%,19.14,18.93,216817,3/16/21
KRG,Kite Realty Group Trust,20.18,-0.52,-2.51%,20.92,20.04,574741,3/16/21
KRMD,Repro Med Sys Inc,3.9,0.02,0.52%,4.03,3.75,500322,3/16/21
KRNT,Kornit Digital Ord,101.31,-1.94,-1.88%,106.23,100.64,197545,3/16/21
KRNY,Kearny Financial,12.77,-0.19,-1.47%,12.97,12.61,288656,3/16/21
KRO,Kronos Worldwide Inc,14.6,0.02,0.14%,14.7,14.35,162517,3/16/21
KRON,Kronos Bio Inc,28.18,-0.37,-1.30%,28.67,27.12,430534,3/16/21
KRP,Kimbell Royalty Partners,10.36,-0.14,-1.33%,10.65,10.01,222407,3/16/21
KRTX,Karuna Therapeutics Inc,118,-3.39,-2.79%,123.01,114.12,177942,3/16/21
KRYS,Krystal Biotech Inc,82,0.47,0.58%,84.53,80.31,90716,3/16/21
KSA,Saudi Arabia Ishares MSCI ETF,34.68,-0.11,-0.32%,34.77,34.64,181007,3/16/21
KSS,Kohl's Corp,61.12,-1.87,-2.97%,62.95,60.43,2685517,3/16/21
KSU,Kansas City Southern,219.8,-0.01,0.00%,220.65,215.84,678387,3/16/21
KT,Korea Telecom Corp,11.92,0.01,0.08%,11.95,11.87,406496,3/16/21
KTB,Kontoor Brands Inc [Ktb/I],51.08,-1.56,-2.96%,52.52,50.55,461742,3/16/21
KTCC,Key Tronic Cp,8.73,0.11,1.28%,8.9,8.44,40560,3/16/21
KTOS,Kratos Defns,26.48,-0.6,-2.22%,27.43,26.19,794542,3/16/21
KURA,Kura Oncology,27.6,-1.66,-5.67%,29.97,27.48,589601,3/16/21
KVHI,K V H Inds Inc,12.8,-0.48,-3.61%,13.23,12.69,85433,3/16/21
KW,Kennedy-Wilson Holdings Inc,20.84,-0.11,-0.53%,20.98,20.61,341312,3/16/21
KWEB,KS Trust KS CSI China Internet ETF,85.51,1.01,1.20%,86.88,84.9,2094016,3/16/21
KWR,Quaker Chemical Corp,241.79,-3.7,-1.51%,245.53,240.06,78348,3/16/21
KXIN,Kaixin Auto Holdings,3.28,-0.03,-0.91%,3.57,3.14,4610134,3/16/21
KYN,Kayne Anderson MLP Investment Company,7.41,-0.04,-0.54%,7.48,7.38,513358,3/16/21
KZIA,Kazia Therapeutics Ltd,10.66,0.03,0.28%,11.05,10.36,65652,3/16/21
KZR,Kezar Life Sciences Inc,6.3,-0.07,-1.10%,6.47,6.17,123903,3/16/21
L,Loews Corp,51.38,-0.65,-1.25%,51.6,50.35,1943969,3/16/21
LABD,S&P Biotech Bear 3X Direxion,19.03,0.85,4.68%,20,17.8,4519400,3/16/21
LABU,S&P Biotech Bull 3X Direxion,102.3,-4.92,-4.59%,109.48,96.43,1655450,3/16/21
LAC,Lithium Americas Corp,16.25,-1.15,-6.61%,17.83,16.2,3562967,3/16/21
LAD,Lithia Motors,404.55,4.55,1.14%,407.92,396.76,241149,3/16/21
LADR,Ladder Capital Corp,12.03,-0.18,-1.47%,12.23,11.94,627761,3/16/21
LAKE,Lakeland Inds Inc,29.26,-0.15,-0.51%,29.89,28.71,168864,3/16/21
LAMR,Lamar Advertis A,99.63,0.32,0.32%,100.38,97.91,784374,3/16/21
LANC,Lancaster Colony Cor,185.41,0.11,0.06%,185.54,182.42,46245,3/16/21
LAND,Gladstone Land Corp,18.98,-0.14,-0.73%,19.17,18.77,197529,3/16/21
LASR,Nlight Inc,34.33,-0.24,-0.69%,36.61,34.03,351629,3/16/21
LAUR,Laureate Education Inc,14.19,-0.22,-1.53%,14.51,14.16,613982,3/16/21
LAZ,Lazard Ltd,44.33,-0.1,-0.23%,44.69,43.82,806357,3/16/21
LAZR,Luminar Technologies Inc,27.91,-1.21,-4.16%,29.71,27.21,4532307,3/16/21
LB,L Brands Inc,60.27,-0.47,-0.77%,61.12,59.71,2686396,3/16/21
LBAI,Lakeland Bancorp Inc,17.77,-0.24,-1.33%,17.87,17.38,134963,3/16/21
LBJ,Latin America Bull 3X Direxion,69.14,-1.09,-1.55%,70.15,68.7,15067,3/16/21
LBRDA,Liberty Broadbd A,151.77,2.93,1.97%,153.42,149.41,83483,3/16/21
LBRDK,Liberty Broadbd C,156.07,2.68,1.75%,157.66,153.49,684174,3/16/21
LBRT,Liberty Oilfield Services Inc,12.36,-0.4,-3.13%,12.62,12.01,1141290,3/16/21
LBTYA,Liberty Global Ord A,26.43,0.45,1.73%,26.54,25.81,1390936,3/16/21
LBTYK,Liberty Global Ord C,26.12,0.33,1.28%,26.26,25.45,5474095,3/16/21
LC,Lendingclub Corp,17.92,0.83,4.86%,19.1,16.98,8585684,3/16/21
LCI,Lannett CO Inc,6.48,-0.15,-2.26%,6.63,6.46,231873,3/16/21
LCII,Lci Industries,144.02,-2.29,-1.57%,146.97,142.95,90236,3/16/21
LCNB,Lcnb Corp,18.23,-0.64,-3.39%,18.81,18.05,24893,3/16/21
LCTX,Lineage Cell Therapeutics Inc,2.36,-0.07,-2.88%,2.45,2.25,1150999,3/16/21
LCUT,Lifetime Brands Inc,15.09,-0.17,-1.11%,15.16,14.9,38674,3/16/21
LDEM,Ishares ESG MSCI EM Leaders ETF,63.69,0.27,0.43%,63.9,63.58,3656,3/16/21
LDL,Lydall Inc,38.07,-1.73,-4.35%,39.77,37.85,120585,3/16/21
LDOS,Leidos Holdings Inc,94.65,-0.63,-0.66%,95.73,93.54,962575,3/16/21
LE,Lands' End Inc,35.2,-0.71,-1.98%,36.58,34.13,196068,3/16/21
LEA,Lear Corp,188.73,-0.81,-0.43%,190.88,187.29,446401,3/16/21
LEAF,Leaf Group Ltd,6.37,-0.21,-3.19%,6.67,6.15,451080,3/16/21
LECO,Lincoln Elec Hld,124.73,-1.91,-1.51%,126.52,123.01,251443,3/16/21
LEG,Leggett & Platt Inc,47.68,-1.44,-2.93%,49.19,47.22,1157713,3/16/21
LEGH,Legacy Housing Corp,16.41,-0.19,-1.14%,16.6,16.32,18208,3/16/21
LEGN,Legend Biotech Corp ADR,26.56,0.52,2.00%,26.79,25.98,619941,3/16/21
LEJU,Leju Holdings Ltd,3.13,0.03,0.97%,3.16,3.03,81805,3/16/21
LEMB,Emrg Mkts Local Curr Bond Ishares JPM ETF,43.33,-0.05,-0.12%,43.43,43.29,136992,3/16/21
LEN,Lennar Corp,88.71,-1.34,-1.49%,91.92,88.55,3972711,3/16/21
LESL,Leslie's Inc,22.93,-0.72,-3.04%,23.99,22.76,1114780,3/16/21
LEU,Centrus Energy Corp,25.94,-0.46,-1.74%,27.87,24.77,152942,3/16/21
LEVI,Levi Strauss & CO Cl A,25,-0.71,-2.76%,25.48,24.75,1414345,3/16/21
LFC,China Life Insurance Company Ltd,10.69,-0.05,-0.47%,10.73,10.64,518446,3/16/21
LFMD,Lifemd Inc,20.02,0.41,2.09%,21.4,19.61,511880,3/16/21
LFT,Lument Finance Trust Inc,3.59,0.06,1.70%,3.7,3.54,247005,3/16/21
LFUS,Littelfuse Inc,274.26,-0.13,-0.05%,276.63,270.92,106790,3/16/21
LFVN,Lifevantage Cp,9.47,-0.2,-2.07%,9.58,9.4,56723,3/16/21
LGIH,LGI Homes Inc,137.6,-3.4,-2.41%,142.96,136.84,349937,3/16/21
LGND,Ligand Pharm,162.52,-0.72,-0.44%,168.98,160.43,174898,3/16/21
LH,Laboratory Corp of America Holdings,238.73,-1.2,-0.50%,240.22,237,424550,3/16/21
LHCG,LHC Group Inc,194.14,-2.59,-1.32%,197.94,189.76,197262,3/16/21
LHX,L3Harris Technologies Inc,190.52,-1.48,-0.77%,192.43,189.06,956270,3/16/21
LI,Li Auto Inc ADR,25.84,-0.06,-0.23%,26.64,25.51,11002934,3/16/21
LII,Lennox International,302.87,-1.36,-0.45%,304.98,299.76,186503,3/16/21
LILA,Liberty Latin America Cl A,14,-0.44,-3.08%,14.29,13.94,186720,3/16/21
LILAK,Liberty Latin America Cl C,14.1,-0.4,-2.76%,14.42,13.97,838725,3/16/21
LIN,Linde Plc,270.79,1.79,0.67%,271.72,268.1,1599460,3/16/21
LINC,Lincoln Educational,6.5,0,0.00%,6.63,6.36,155763,3/16/21
LIND,Lindblad Expd Hld,18.52,-2.12,-10.27%,20.8,18.2,377541,3/16/21
LIT,G-X Lithium ETF,60.03,-0.59,-0.97%,61,59.54,1097341,3/16/21
LITE,Lumentum Hld,90.17,-0.21,-0.23%,91.85,89.12,724559,3/16/21
LIVN,Livanova Plc OR Sh,78.33,1.57,2.05%,78.41,76.29,309088,3/16/21
LIVX,Livexlive Media Inc,4.11,0.02,0.49%,4.18,4,397084,3/16/21
LJPC,LA Jolla Pharma,5.4,-0.31,-5.43%,5.94,5.36,267806,3/16/21
LKFN,Lakeland Finl Corp,71.7,-1.22,-1.67%,72.59,70.71,178881,3/16/21
LKNCY,Luckin Coffee Inc ADR,8.72,2.88,49.32%,9.45,7.71,13388652,3/16/21
LKQ,LKQ Corp,43.25,-0.05,-0.12%,43.34,42.73,1458711,3/16/21
LL,Lumber Liquidators Holdings Inc,25.76,-0.78,-2.94%,26.8,25.7,300446,3/16/21
LLNW,Limelight Networks,3.47,-0.02,-0.57%,3.57,3.4,2402039,3/16/21
LLY,Eli Lilly and Company,190.9,1.74,0.92%,191.62,187.23,6192230,3/16/21
LMAT,Lemaitre Vascular,45.69,-1.11,-2.37%,47.05,44.69,180843,3/16/21
LMND,Lemonade Inc,107.33,-2.65,-2.41%,113.17,105.06,2630231,3/16/21
LMNR,Limoneira Company,17.88,-0.53,-2.88%,18.46,17.55,53587,3/16/21
LMNX,Luminex Corp,33.75,0.01,0.03%,34.2,33.22,424527,3/16/21
LMRK,Landmark Common Units,12.87,0.07,0.55%,13,12.78,37434,3/16/21
LMT,Lockheed Martin Corp,347.13,0.72,0.21%,349,342.3,1687324,3/16/21
LNC,Lincoln National Corp,61.03,-2.61,-4.10%,63.07,60.84,3247720,3/16/21
LNDC,Landec Cp,11.67,-0.16,-1.35%,11.86,11.45,54801,3/16/21
LNG,Cheniere Energy,74.95,-1.18,-1.55%,77.11,74.75,1504303,3/16/21
LNN,Lindsay Corp,169.72,-1.26,-0.74%,171.99,168.06,54659,3/16/21
LNT,Alliant Energy Corp,52.7,0.01,0.01%,53.19,52.35,1852491,3/16/21
LNTH,Lantheus Holdings,19.36,-0.14,-0.72%,19.59,19.14,280169,3/16/21
LOB,Live Oak Bancsh,62.56,-0.08,-0.13%,62.95,60.6,629178,3/16/21
LOCO,El Pollo Loco,18.89,-0.56,-2.88%,19.44,18.73,190715,3/16/21
LODE,Comstock Mining Inc,4.5,-0.2,-4.26%,4.98,4.33,2110349,3/16/21
LOGI,Logitech Int S.A.,101.81,1.05,1.04%,102.46,100.54,685925,3/16/21
LOMA,Loma Negra Comp Indu Argentina Sociedad ADR,5.99,-0.03,-0.50%,6.09,5.93,139746,3/16/21
LOOP,Loop Industries Inc,8.48,-0.31,-3.53%,8.89,8.25,124420,3/16/21
LOPE,Grand Canyon Educati,110.12,0.34,0.31%,111.99,109.19,260253,3/16/21
LORL,Loral Space Comm,42.03,-2.24,-5.06%,45.55,41.83,179778,3/16/21
LOTZ,Carlotz Inc,8.45,-0.79,-8.55%,9.08,8.25,6508781,3/16/21
LOUP,Innovator Loup Frontier Tech ETF,57.63,-0.3,-0.52%,58.54,57.3,54003,3/16/21
LOV,Spark Networks Plc,5.79,-0.04,-0.69%,5.98,5.75,79803,3/16/21
LOVE,The Lovesac Company,61.37,-0.7,-1.13%,62.72,60.25,209865,3/16/21
LOW,Lowe's Companies,175.33,1.13,0.65%,176.52,173.97,3735529,3/16/21
LPCN,Lipocine Inc,1.54,-0.11,-6.67%,1.68,1.52,2021084,3/16/21
