Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
CTXS,Citrix Systems Inc,136.17,1.2,0.89%,136.38,134.05,831877,3/16/21
CUB,Cubic Corp,69.96,-0.01,-0.01%,70.08,69.9,175727,3/16/21
CUBE,Cubesmart,38.48,-0.04,-0.10%,38.68,38.25,888859,3/16/21
CUBI,Customers Bancorp,30.73,-0.66,-2.10%,31.16,30.34,206968,3/16/21
CUE,Cue Biopharma Inc,14.82,-0.29,-1.92%,15.5,14.23,245418,3/16/21
CUK,Carnival Plc ADR,24.04,-1.12,-4.45%,25.02,23.65,1698052,3/16/21
CULP,Culp Inc,15.96,-0.77,-4.60%,16.69,15.86,15091,3/16/21
CURE,Healthcare Bull 3X Direxion ETF Direxion,79.85,0.01,0.01%,80.56,78.96,43678,3/16/21
CURI,Curiositystream Inc,16.84,-0.53,-3.05%,17.94,16.61,551488,3/16/21
CURO,Curo Group Holdings Corp,14.84,-0.48,-3.13%,15.2,14.63,176233,3/16/21
CUTR,Cutera Inc,32.68,-0.34,-1.03%,33.62,32.18,131835,3/16/21
CUZ,Cousins Properties Inc,36.65,0.06,0.16%,36.82,36.06,1022192,3/16/21
CVA,Covanta Holding Corp,14.79,-0.14,-0.94%,15.05,14.69,936214,3/16/21
CVAC,Curevac N.V.,93.61,3.75,4.17%,94.09,91.65,1000932,3/16/21
CVBF,Cvb Financial Corp,23.75,-0.43,-1.78%,24.17,23.4,398560,3/16/21
CVCO,Cavco Inds Inc,220.92,-3.09,-1.38%,225.19,218.09,23626,3/16/21
CVCY,Central Vly Cmty Bcp,18.9,-0.55,-2.83%,19.5,18.38,37601,3/16/21
CVE,Cenovus Energy Inc,8.21,-0.26,-3.07%,8.45,8.15,9664660,3/16/21
CVEO,Civeo Corp,18.08,-0.42,-2.27%,18.5,17.89,51211,3/16/21
CVET,Covetrus Inc,31.45,-2.77,-8.09%,34.4,31.1,685492,3/16/21
CVGI,Commercial Vehicle G,10.21,-0.24,-2.30%,10.51,10.03,330092,3/16/21
CVGW,Calavo Growers Inc,80.68,-0.5,-0.62%,81.64,80.48,53262,3/16/21
CVI,Cvr Energy Inc,24.26,-1.11,-4.38%,25.13,24.21,434780,3/16/21
CVLG,Covenant Logistics Group Inc,20.18,-0.43,-2.09%,20.8,20.07,64808,3/16/21
CVLT,Commvault Systems,67,-0.75,-1.11%,68.2,66.28,173750,3/16/21
CVM,Cel-Sci Corp,19.94,-0.41,-2.01%,20.35,19.09,537811,3/16/21
CVNA,Carvana CO Cl A,283.65,-0.81,-0.28%,291.78,278.21,1090555,3/16/21
CVS,CVS Corp,75.07,0.1,0.13%,75.25,74.15,5756701,3/16/21
CVX,Chevron Corp,107.64,-2.61,-2.37%,108.88,107.08,11699723,3/16/21
CVY,Zacks Multi-Asset Income Invesco ETF,23.51,-0.15,-0.64%,23.7,23.39,11244,3/16/21
CW,Curtiss-Wright Corp,121.14,-2.35,-1.90%,123,119.35,249425,3/16/21
CWB,Convertible Secs Barclays Capital SPDR,86.19,-0.75,-0.86%,87.57,85.62,790280,3/16/21
CWCO,Cons Water CO Inc,14.4,-0.25,-1.71%,14.63,14.36,59670,3/16/21
CWEB,CSI China Internet Idx Bull 2X Direxion,71.54,1.72,2.47%,73.6,70.38,100789,3/16/21
CWEN,Clearway Energy Inc Cl C,28.32,-0.51,-1.77%,28.89,28.11,950407,3/16/21
CWH,Camping World Holdings Inc,41.35,-2.08,-4.79%,43.19,40.72,1651085,3/16/21
CWI,ACWI Ex-US MSCI ETF SPDR,29.29,0.05,0.17%,29.36,29.24,205926,3/16/21
CWK,Cushman & Wakefield Plc,17.07,-0.39,-2.23%,17.65,17.02,834644,3/16/21
CWST,Casella Waste Sys,65.37,0.55,0.85%,65.47,64.11,198078,3/16/21
CWT,California Water Service Group Holding,54.15,0.37,0.69%,54.25,53.62,145127,3/16/21
CX,Cemex S.A.B. DE C.V.,7.08,0.14,2.02%,7.15,6.86,11255900,3/16/21
CXDC,China Xd Plastics Company,1.14,-0.02,-1.72%,1.17,1.14,80050,3/16/21
CXP,Columbia Property Trust Inc,15.37,-0.26,-1.66%,15.68,15.24,740760,3/16/21
CXW,Corecivic Inc,9.09,0,0.00%,9.24,8.78,2185547,3/16/21
CYB,Wisdomtree Chinese Yuan Strategy Fund,27.31,0.06,0.22%,27.4,27.25,6003,3/16/21
CYBE,Cyberoptics Cp,27.24,-0.38,-1.38%,27.7,26.93,63228,3/16/21
CYBR,Cyberark Soft Ord,143.06,-1.76,-1.22%,148.75,141.66,419455,3/16/21
CYCN,Cyclerion Therapeutics Inc,4.22,0.13,3.18%,4.59,4.09,324233,3/16/21
CYD,China Yuchai International,16.29,-0.1,-0.61%,16.67,16.2,37255,3/16/21
CYH,Community Health Systems,11.79,-0.92,-7.24%,13.32,11.65,4825703,3/16/21
CYRX,Cryoport Inc,57.41,-0.46,-0.79%,60.78,57.36,441687,3/16/21
CYTK,Cytokinetics,23.88,-0.41,-1.69%,25.19,23.33,1041484,3/16/21
CZNC,Citizens Nrthn Cp,23.19,-0.78,-3.25%,23.83,22.76,25497,3/16/21
CZR,Caesars Entertainment Inc,95.8,-5.4,-5.34%,101.4,93.57,4950417,3/16/21
D,Dominion Resources,74.29,-0.25,-0.34%,74.77,73.84,4107628,3/16/21
DAC,Danaos Corp,48.81,-0.39,-0.79%,51.3,48.11,387861,3/16/21
DADA,Dada Nexus Limited ADR,30.59,0.34,1.12%,31.48,30.08,1017416,3/16/21
DAKT,Daktronics Inc,7.03,-0.18,-2.56%,7.2,6.85,246562,3/16/21
DAL,Delta Air Lines Inc,49.39,-1.6,-3.14%,51.14,49.03,14262739,3/16/21
DAN,Dana Inc,26.14,-0.65,-2.43%,26.68,25.75,803409,3/16/21
DAO,Youdao Inc ADR,34.46,0.78,2.32%,35.45,33.32,630004,3/16/21
DAR,Darling International Inc,76.43,-2.78,-3.51%,79.26,76.42,1142394,3/16/21
DASH,Doordash Inc Cl A,133.66,-7.03,-5.00%,141.99,133.09,2474468,3/16/21
DB,Deutsche Bank Ag,12.38,-0.12,-0.96%,12.5,12.3,2850245,3/16/21
DBA,DB Agriculture Fund Invesco,17.36,0.09,0.52%,17.38,17.29,695827,3/16/21
DBB,DB Base Metals Fund Invesco,18.7,-0.41,-2.15%,18.92,18.7,491186,3/16/21
DBC,DB Commodity Index Fund Invesco,17.29,-0.07,-0.40%,17.34,17.19,1620910,3/16/21
DBD,Diebold Nixdorf Inc,15.69,-1.48,-8.62%,17.3,15.69,681879,3/16/21
DBE,DB Energy Fund Invesco,13.91,-0.04,-0.29%,13.92,13.76,107716,3/16/21
DBEF,Db-Xt MSCI EAFE Hgd Eq,36.1,0.07,0.19%,36.16,36.06,354712,3/16/21
DBEU,Db-Xt MSCI Europe Hgd Eq,32.11,0.09,0.27%,32.14,32.07,44413,3/16/21
DBI,Designer Brands Inc,15.56,-0.34,-2.14%,15.98,14.5,2675372,3/16/21
DBJP,Db-Xt MSCI Japan Hgd Eq,49.8,0.18,0.36%,49.93,49.7,7216,3/16/21
DBO,DB Oil Fund Invesco,11.23,-0.07,-0.62%,11.29,11.11,914762,3/16/21
DBP,DB Precious Metals Fund Invesco,48.55,-0.09,-0.18%,48.68,48.34,9128,3/16/21
DBS,DB Silver Fund Invesco,36.45,-0.45,-1.21%,36.51,36.33,1435,3/16/21
DBV,DB G10 Currency Harvest Fund Invesco,25.28,-0.15,-0.59%,25.35,25.16,568652,3/16/21
DBVT,Dbv Technologies Ads,5.51,-0.23,-4.01%,5.56,5.48,99065,3/16/21
DBX,Dropbox Inc,27.75,-0.21,-0.75%,28.33,27.04,8321877,3/16/21
DCI,Donaldson Company,60.56,-1.12,-1.82%,61.77,60.14,459370,3/16/21
DCO,Ducommun Inc,58.01,-2.3,-3.81%,61.34,57.58,47376,3/16/21
DCOM,Dime Community Bancshares Inc,32.35,-0.31,-0.95%,32.46,31.5,120514,3/16/21
DCP,Dcp Midstream LP,24.93,-0.91,-3.52%,25.57,24.76,1031079,3/16/21
DCPH,Deciphera Pharmaceuticals Inc,42.19,-0.55,-1.29%,43.58,41.26,216030,3/16/21
DCT,Duck Creek Technologies Inc,44.91,-1.87,-4.00%,47.45,44.28,958576,3/16/21
DD,Du Pont De.Nemours Inc,76.69,-0.02,-0.03%,77.24,76.2,4454600,3/16/21
DDD,3D Systems Corp,29.88,-2.86,-8.74%,34.25,29.36,5382625,3/16/21
DDG,Oil & Gas Short Proshares,18.39,0.47,2.63%,18.54,18.23,2827,3/16/21
DDM,Ultra Dow 30 Proshares,65.2,-0.47,-0.72%,65.65,64.99,458500,3/16/21
DDOG,Datadog Inc Cl A,86.37,-1.24,-1.42%,90.23,85.71,2758661,3/16/21
DDS,Dillard's,92.73,-1.23,-1.31%,94.6,90.15,240107,3/16/21
DE,Deere & Company,373.52,-0.85,-0.23%,376.57,371,2045726,3/16/21
DEA,Easterly Government Properties,21.76,0.01,0.05%,21.89,21.61,548996,3/16/21
DECK,Deckers Outdoor Corp,338.7,-4.65,-1.35%,345,334.7,172585,3/16/21
DEEP,Deep Value ETF,34.76,-0.56,-1.59%,35.13,34.55,12716,3/16/21
DEI,Douglas Emmett,33.22,-0.33,-0.98%,33.5,32.78,1340940,3/16/21
DELL,Dell Technologies Inc,89.08,-0.22,-0.25%,89.79,88.26,2978742,3/16/21
DEM,Wisdomtree EM High Div Fund,44.6,0,0.00%,44.7,44.43,166182,3/16/21
DENN,Dennys Corp,19.02,-0.8,-4.04%,19.66,18.9,543039,3/16/21
DEO,Diageo Plc,169.37,1.72,1.03%,170.09,168.18,458080,3/16/21
DES,Wisdomtree U.S. Smallcap Div Fund,31.97,-0.44,-1.36%,32.32,31.83,307285,3/16/21
DESP,Despegar.com Corp,16.95,1.41,9.07%,17.48,16.16,1460271,3/16/21
DFE,Wisdomtree Europe Smallcap Div Fund,69.79,0.02,0.03%,70.05,69.79,8352,3/16/21
DFEN,Aerospace Defense Bull 3X Direxion,21.24,-1.41,-6.23%,22.48,21.05,2846555,3/16/21
DFH,Dream Finders Homes Inc Cl A,25.76,-1.21,-4.49%,28.5,25.74,169504,3/16/21
DFIN,Donnelly Financial Solutions Inc,29.1,-0.5,-1.69%,29.49,28.58,189056,3/16/21
DFJ,Wisdomtree Japan Smallcap Fund,77.58,0.4,0.52%,77.77,77.56,2827,3/16/21
DFS,Discover Financial Services,98.62,-2.1,-2.08%,100.95,97.08,2408845,3/16/21
DG,Dollar General Corp,193.55,-0.55,-0.28%,195.27,192.84,2219229,3/16/21
DGICA,Donegal Group Cl A,15.49,0,0.00%,15.49,15.16,51868,3/16/21
DGII,Digi Intl Inc,20.21,0.71,3.64%,20.62,19.46,440316,3/16/21
DGL,DB Gold Fund Invesco,50.01,-0.01,-0.02%,50.08,49.94,4854,3/16/21
DGLY,Digital Ally Inc,1.95,-0.1,-4.88%,2.08,1.88,4235456,3/16/21
DGNR,Dragoneer Growth Opportunities Corp Cl A,11.05,-0.12,-1.07%,11.23,11,517604,3/16/21
DGNS,Dragoneer Growth Opportunities Corp II Cl A,10.91,-0.8,-6.83%,11.63,10.7,141303,3/16/21
DGRO,Dividend Growth Ishares Core ETF,47.79,-0.04,-0.08%,47.88,47.7,1985000,3/16/21
DGRW,Wisdomtree US Quality Divd Fund,56.26,0.07,0.12%,56.42,56.19,392013,3/16/21
DGS,Wisdomtree Emerging Market Smallcap Fund,50.98,0.31,0.61%,51.11,50.82,133295,3/16/21
DGX,Quest Diagnostics Inc,122.68,-0.68,-0.55%,124.16,122.31,840499,3/16/21
DHC,Diversified Healthcare Trust,5.06,-0.34,-6.21%,5.35,5.03,1237133,3/16/21
DHI,D.R. Horton,83.26,-0.46,-0.55%,85.81,83.24,3425036,3/16/21
DHR,Danaher Corp,215.9,-1.1,-0.51%,218.04,214.66,3921904,3/16/21
DHT,Dht Holdings,6.34,-0.27,-4.08%,6.61,6.32,2361297,3/16/21
DHX,Dice Holdings,3.14,-0.3,-8.72%,3.41,3.12,142795,3/16/21
DIA,Dow Industrials SPDR,328.86,-1.23,-0.37%,330,328.32,3267549,3/16/21
DIG,Ultra Oil & Gas Proshares,130.31,-7.52,-5.46%,133.79,128.86,109183,3/16/21
DIN,Dineequity Inc,86.32,-2.23,-2.52%,88.56,85.01,400211,3/16/21
DIOD,Diodes Inc,83.78,0.01,0.01%,84.57,82.73,473280,3/16/21
DIS,Walt Disney Company,194.24,-2.52,-1.28%,196.59,192.88,9670533,3/16/21
DISCA,Discovery Comm A,75.81,2.14,2.90%,76.61,72.61,11260796,3/16/21
DISCK,Discovery Comm Inc,62.36,1.47,2.41%,62.79,60.34,11069548,3/16/21
DISH,Dish Network Corp,38.73,-0.05,-0.13%,39.24,38.1,4469110,3/16/21
DJP,Ipath Commodity Index TR ETN,24.43,-0.02,-0.08%,24.45,24.28,242441,3/16/21
DK,Delek US Holdings,24.25,-0.82,-3.27%,24.79,24.03,562944,3/16/21
DKL,Delek Logistics Partners LP,36.1,-1.14,-3.06%,37.56,35.37,95877,3/16/21
DKNG,Draftkings Inc,67.14,-0.61,-0.90%,70.36,66.01,15377908,3/16/21
DKS,Dick's Sporting Goods Inc,76.58,-1.72,-2.20%,76.88,75.21,1967175,3/16/21
DLB,Dolby Laboratories,100.81,0.59,0.59%,101.53,100.2,341137,3/16/21
DLHC,Dlh Holdings Corp,10.3,0.12,1.18%,10.36,10.15,8845,3/16/21
DLN,Wisdomtree U.S. Largecap Div Fund,113.11,0.08,0.07%,113.36,112.93,91357,3/16/21
DLNG,Dynagas Lng Partners LP,3.16,0,0.00%,3.37,3.08,201723,3/16/21
DLR,Digital Realty Trust,135.68,0.61,0.45%,136.41,135.11,1737312,3/16/21
DLS,Wisdomtree Intl Smallcap Fund,72.84,0.06,0.08%,73.1,72.8,37583,3/16/21
DLTH,Duluth Hld Cl B,15.64,-0.11,-0.70%,15.9,15.24,194886,3/16/21
DLTR,Dollar Tree Inc,109.04,-0.26,-0.24%,110.29,108.2,1137242,3/16/21
DLX,Deluxe Corp,39.92,-1.06,-2.59%,41.12,39.71,186744,3/16/21
DM,Desktop Metal Inc,18.92,-1.69,-8.20%,20.85,18.65,4749698,3/16/21
DMAC,Diamedica Therapeutics Inc,9.55,0.01,0.10%,9.78,9.28,110739,3/16/21
DMLP,Dorchester Minls,14.16,-0.44,-3.01%,14.47,14.06,51147,3/16/21
DMRC,Digimarc Corp,33.7,-1.03,-2.97%,35.6,33.3,88927,3/16/21
DMTK,Dermtech Inc,55.69,-4.77,-7.89%,61.3,52.28,1667007,3/16/21
DMYD,Dmy Technology Group Inc II Cl A,17.42,0.46,2.71%,17.97,16.75,391858,3/16/21
DNB,Dun & Bradstreet Holdings Inc,24.1,0.44,1.86%,24.36,23.66,2833980,3/16/21
DNLI,Denali Therapeutics Inc,62.45,0.44,0.71%,64.38,61.2,541006,3/16/21
DNMR,Danimer Scientific Inc,46.63,1.22,2.69%,48.31,45.23,2919573,3/16/21
DNN,Denison Mines Corp,1.17,-0.13,-10.00%,1.3,1.14,51292953,3/16/21
DNOW,Now Inc,11.05,-0.36,-3.16%,11.39,10.89,564452,3/16/21
DOC,Physicians Realty Trust,18.29,-0.31,-1.67%,18.61,18.17,2267008,3/16/21
DOCU,Docusign Inc,211.18,-8.9,-4.04%,224.53,210.16,3190903,3/16/21
DOFSQ,Diamond Offshore Drilling,0.1879,0.0128,7.31%,0.19,0.1783,169383,3/16/21
DOG,Dow 30 Short Proshares,36.15,0.13,0.36%,36.21,36.03,919493,3/16/21
DOMO,Domo Inc Cl B,62.5,-3.44,-5.22%,67.75,62.09,568550,3/16/21
DON,Wisdomtree U.S. Midcap Div Fund,40.86,-0.38,-0.92%,41.18,40.7,175380,3/16/21
DOOR,Masonite Worldwide Hld,117.45,-2.21,-1.85%,119.66,116.78,82143,3/16/21
DORM,Dorman Products Inc,106.19,2.05,1.97%,107.29,103.2,183466,3/16/21
DOV,Dover Corp,135.56,-0.2,-0.15%,135.72,132.46,897048,3/16/21
DOW,Dow Inc,63.18,0.28,0.45%,63.83,61.86,6433058,3/16/21
DOX,Amdocs Ltd Ord,81.28,0.48,0.59%,82.38,80.77,973044,3/16/21
DOYU,Douyu International Holdings Ltd Ads,14.11,0,0.00%,14.78,13.96,2273390,3/16/21
DPST,Regional Banks Bull 3X Direxion,265.3,-12.33,-4.44%,273,254.79,356697,3/16/21
DPW,Ault Global Hldg Inc,3.57,-0.39,-9.85%,3.96,3.51,5218826,3/16/21
DPZ,Domino's Pizza Inc,366.01,3.04,0.84%,367.62,362.34,687939,3/16/21
DQ,Daqo New Energy,85.73,-2.34,-2.66%,93.39,84.8,1695240,3/16/21
DRD,Drdgold Ltd,9.79,-0.02,-0.20%,10,9.69,208385,3/16/21
DRE,Duke Realty Corp,41.63,0.49,1.19%,41.83,41.1,1297525,3/16/21
DRH,Diamondrock Hospitality Company,11.14,-0.17,-1.50%,11.35,11.1,2556899,3/16/21
DRI,Darden Restaurants,140.54,-5.7,-3.90%,144.45,139.92,1667318,3/16/21
DRIP,S&P Oil & Gas Expl Bear 3X Direxion,10.48,0.61,6.18%,10.61,10.15,3247683,3/16/21
DRIV,Global X Autonomous & Electric Vehicles ETF,27.4,-0.09,-0.33%,27.67,27.25,713532,3/16/21
DRN,Real Estate Bull 3X Direxion,16.02,-0.2,-1.23%,16.33,15.81,365535,3/16/21
DRNA,Dicerna Pharmaceutic,28.25,0.15,0.53%,28.64,27.59,702262,3/16/21
DRQ,Dril-Quip,37.58,-0.87,-2.26%,38.05,36.83,283667,3/16/21
DRRX,Durect Corp,2.37,0,0.00%,2.4,2.25,1231477,3/16/21
DRV,Real Estate Bear 3X Direxion,7.68,0.12,1.59%,7.76,7.53,140340,3/16/21
DRVN,Driven Brands Holdings Inc,24.87,-1.06,-4.09%,26.08,24.85,624628,3/16/21
DS,Drive Shack Inc,3.36,0.19,5.99%,3.67,3.12,7256191,3/16/21
DSKE,Daseke Inc,6.99,0,0.00%,7.49,6.91,594786,3/16/21
DSL,Doubleline Income Solutions Fun,17.65,-0.12,-0.68%,17.82,17.65,182523,3/16/21
DSPG,D S P Group Inc,15.18,-0.52,-3.31%,15.8,15.18,80264,3/16/21
DSX,Diana Shipping Inc,3.15,-0.16,-4.83%,3.43,3.06,1140147,3/16/21
DT,Dynatrace Inc,54.38,0.11,0.20%,56.94,53.68,2332150,3/16/21
DTE,Dte Energy Company,129.89,-1.11,-0.85%,131,129.17,843161,3/16/21
DTEA,Davidstea Inc,4.5,0.13,2.97%,4.85,4.38,686041,3/16/21
DTEC,Alps Disruptive Technologies ETF,45.77,-0.16,-0.35%,46.25,45.62,23543,3/16/21
DTIL,Precision Biosciences Inc,11.21,-0.7,-5.88%,12.05,10.82,540159,3/16/21
DTN,Wisdomtree U.S. Div Ex-Financials Fund,93.88,-0.39,-0.42%,94.36,93.69,7931,3/16/21
DUG,Ultrashort Oil & Gas Proshares,14.56,0.78,5.66%,14.69,14.18,299907,3/16/21
DUK,Duke Energy Corp,93.02,0.69,0.75%,93.38,91.81,3140195,3/16/21
DUSL,Industrials Bull 3X Direxion,36.3,-1.62,-4.27%,37.92,36.18,218648,3/16/21
DUST,Gold Miners Bear 2X Direxion,21.21,0.16,0.76%,21.44,20.94,2920113,3/16/21
DVA,Davita Healthcare Partners Inc,107.64,-1.29,-1.18%,109.3,107.58,561118,3/16/21
DVAX,Dynavax Technologies,9.88,-0.33,-3.23%,10.29,9.71,2702199,3/16/21
DVN,Devon Energy Corp,23.51,-1.1,-4.47%,24.27,23.36,9901208,3/16/21
DVY,Select Dividend Ishares ETF,114.15,-1.24,-1.07%,114.93,113.56,1060380,3/16/21
DWAS,DWA Smallcap Momentum Invesco ETF,89.71,-1.73,-1.89%,91.72,88.73,35919,3/16/21
DWX,S&P Dividend Intl SPDR,38.57,0.18,0.47%,38.6,38.4,85266,3/16/21
DX,Dynex Capital,18.89,-0.09,-0.47%,19.06,18.84,389162,3/16/21
DXC,Dxc Technology Company,28.29,-1.14,-3.87%,29.37,28.03,1730348,3/16/21
DXCM,Dexcom,354.65,-7.28,-2.01%,367.54,353,779507,3/16/21
DXD,Ultrashort Dow 30 Proshares,10.6,0.09,0.86%,10.63,10.52,1469250,3/16/21
DXJ,Wisdomtree Japan Hedged Equity Fund,60.96,-0.04,-0.07%,61.09,60.87,402116,3/16/21
DXJS,Wisdomtree Japan Smallcap Eqty Hedged Fund,44.97,0.14,0.31%,45.05,44.9,1440,3/16/21
DXLG,Destination XL Group,0.6935,-0.0115,-1.63%,0.72,0.65,56414,3/16/21
DXPE,Dxp Enterprise,31.82,-1.48,-4.44%,33.52,31,105801,3/16/21
DXYN,The Dixie Group,3.58,-0.26,-6.77%,4.01,3.53,294862,3/16/21
DY,Dycom Industries,97.12,-3.32,-3.31%,100.61,96.97,258640,3/16/21
DYAI,Dyadic International,4.75,-0.23,-4.62%,4.97,4.72,209542,3/16/21
DZSI,Dasan Zhone Solutions Inc,18.5,0.66,3.70%,18.94,17.78,144842,3/16/21
E,Eni S.P.A.,24.36,-0.4,-1.62%,24.47,24.14,356085,3/16/21
EA,Electronic Arts Inc,131.74,0.85,0.65%,133.7,131.5,2280989,3/16/21
EAF,Graftech International Ltd,11.9,-0.41,-3.33%,12.35,11.79,3424427,3/16/21
EAR,Eargo Inc,52.53,-2.12,-3.88%,55.74,51.43,183477,3/16/21
EARS,Auris Medical,4.02,-0.24,-5.63%,4.23,3.91,870174,3/16/21
EAT,Brinker International,75.5,-2.27,-2.92%,77.67,74.8,666332,3/16/21
EB,Eventbrite Inc,24.75,-1.06,-4.11%,25.37,24.28,3781740,3/16/21
EBAY,Ebay Inc,57.42,-0.25,-0.43%,58.19,57.06,5873327,3/16/21
EBC,Eastern Bankshares Inc,19.01,-0.24,-1.25%,19.23,18.75,1375786,3/16/21
EBF,Ennis Inc,21.16,-0.21,-0.98%,21.29,20.83,104967,3/16/21
EBIX,Ebix Inc,31.92,-1.62,-4.83%,34.56,31.5,521290,3/16/21
EBIZ,Global X E-Commerce ETF,36.11,-0.18,-0.50%,36.59,35.81,51122,3/16/21
EBND,EM Local Bond ETF Barclays Capital SPDR,26.42,0.01,0.04%,26.47,26.4,191289,3/16/21
EBON,Ebang International Holdings Inc Cl A,10.45,-0.84,-7.44%,11.78,9.72,32457287,3/16/21
EBS,Emergent Biosolutions,93.03,1.19,1.30%,94.99,91.12,449902,3/16/21
EBSB,Meridian Bncp,18.92,-0.08,-0.42%,19.05,18.5,126737,3/16/21
EC,Ecopetrol S.A.,13.82,-0.21,-1.50%,14,13.79,1216802,3/16/21
ECH,Chile Ishares MSCI ETF,34.14,-0.14,-0.41%,34.55,33.84,542382,3/16/21
ECHO,Echo Global Logistic,33.52,2.11,6.72%,34.61,30.84,858907,3/16/21
ECL,Ecolab Inc,212.95,-2.42,-1.12%,216.86,211.96,640034,3/16/21
ECNS,China Small-Cap Ishares MSCI ETF,58.83,1.4,2.44%,59.02,58.36,16111,3/16/21
ECOL,US Ecology Inc,44.44,-0.7,-1.55%,45.53,44.11,180596,3/16/21
ECOM,Channeladvisor Corp,24.01,-0.62,-2.52%,24.98,23.98,244909,3/16/21
ECON,Emrg Mkts Consumer Egshares,29.31,0.31,1.07%,29.34,29.17,15269,3/16/21
ECPG,Encore Capital Group,40.76,-1.54,-3.64%,41.98,40.53,256528,3/16/21
ED,Consolidated Edison Company of New York,72.08,0.26,0.36%,72.31,71.22,2772598,3/16/21
EDAP,Edap Tms Sa ADR,8.71,0.37,4.44%,8.82,8.39,212268,3/16/21
EDC,Emrg Mkts Bull 3X Direxion,104.56,1.34,1.30%,105.72,103.43,75070,3/16/21
EDIT,Editas Medicine,45.67,-2.3,-4.79%,48.65,43.94,1697238,3/16/21
EDIV,S&P Emrg Mkts Dividend SPDR,30.1,0.1,0.33%,30.16,29.98,20075,3/16/21
EDOC,Global X Telemedicine & Digital Health ETF,19.54,-0.12,-0.61%,19.86,19.48,77132,3/16/21
EDV,Extended Dur Trs Idx ETF Vanguard,125.8,-0.52,-0.41%,126.64,124.87,96530,3/16/21
EDZ,Emrg Mkts Bear 3X Direxion,8.38,-0.12,-1.41%,8.48,8.28,268976,3/16/21
EEFT,Euronet Worldwide,152,-6.56,-4.14%,159.86,151.83,446393,3/16/21
EEM,Emerging Markets Ishares MSCI ETF,54.35,0.23,0.42%,54.55,54.1,41261598,3/16/21
EEMV,Emrg Mkts Min Vol Ishares Edge MSCI ETF,63.49,0.41,0.65%,63.7,63.38,228512,3/16/21
EET,Ultra MSCI Emrg Mkts Proshares,104.7,1.08,1.05%,105.21,104,5095,3/16/21
EEV,Ultrashort MSCI Emrg Mkts Proshares,15.7,-0.13,-0.83%,15.71,15.61,2801,3/16/21
EEX,Emerald Expositions Events Inc,7.14,0.01,0.14%,7.19,6.81,307139,3/16/21
EFA,EAFE Ishares MSCI ETF,76.47,0.13,0.17%,76.58,76.34,16662643,3/16/21
EFAV,EAFE Min Vol Ishares Edge MSCI ETF,73.32,0.37,0.51%,73.42,73.24,530317,3/16/21
EFC,Ellington Financial Llc,16.65,-0.14,-0.83%,16.74,16.5,162489,3/16/21
EFG,EAFE Growth Ishares MSCI ETF,101.19,0.38,0.38%,101.51,101.14,461144,3/16/21
EFSC,Enterprises Finl Svc,48.92,-0.67,-1.35%,49.24,47.66,99254,3/16/21
EFV,EAFE Value Ishares MSCI ETF,51.32,-0.07,-0.14%,51.52,51.19,2625312,3/16/21
EFX,Equifax Inc,172.57,-1.08,-0.62%,175.19,171.17,450603,3/16/21
EFZ,EAFE MSCI Short Proshares,19.35,-0.03,-0.14%,19.36,19.31,4584,3/16/21
EGAN,Egain Corp,10.41,-0.09,-0.86%,10.73,10.31,128608,3/16/21
EGBN,Eagle Bancorp Inc,54.55,-0.79,-1.43%,55.09,53.29,125322,3/16/21
EGHT,8X8 Inc,33.55,-0.88,-2.56%,34.96,32.46,1099799,3/16/21
EGLE,Eagle Bulk Ship,37.59,-1.31,-3.37%,39.21,37.4,211233,3/16/21
EGO,Eldorado Gold Corp,11.51,0.03,0.26%,11.56,11.28,1986448,3/16/21
EGOV,Nic Inc,33.85,-0.01,-0.03%,34.05,33.81,815103,3/16/21
EGP,Eastgroup Properties,146.13,1.55,1.07%,146.34,144.06,146791,3/16/21
EGRX,Eagle Pharmaceuticals,44.77,0.14,0.31%,44.97,44.14,47220,3/16/21
EGY,Vaalco Energy Inc,2.6,-0.3,-10.34%,2.9,2.39,1326530,3/16/21
EH,Ehang Holdings Ltd Ads,47.58,-3.92,-7.61%,51.5,45.18,2505744,3/16/21
EHC,Encompass Health Corp,79.5,-2.24,-2.74%,81.82,79.11,492953,3/16/21
EHTH,Ehealth Inc,64.01,-1,-1.54%,65.06,63,600523,3/16/21
EIDO,Indonesia Ishares MSCI ETF,22.93,-0.05,-0.22%,22.95,22.83,212296,3/16/21
EIG,Employers Holdings Inc,39.09,0.59,1.53%,39.12,38.15,253481,3/16/21
EIGR,Eiger Biopharma,9.94,-0.22,-2.17%,10.45,9.71,147159,3/16/21
EINC,Vaneck Vectors Energy Income ETF,49.65,-0.6,-1.20%,50.03,49.34,3875,3/16/21
EIX,Edison International,59.56,-0.01,-0.02%,59.62,59.07,1159449,3/16/21
EKSO,Ekso Bionics Holdings Inc,7.37,0.27,3.80%,7.45,7.03,126323,3/16/21
EL,Estee Lauder Companies,288.92,-0.63,-0.22%,293.97,288.47,830169,3/16/21
ELAN,Elanco Animal Health Inc,33.57,-0.92,-2.67%,34.36,33.42,3162398,3/16/21
ELD,Wisdomtree EM Local Debt Fund,32.93,0.08,0.24%,32.95,32.54,6457,3/16/21
ELF,E.L.F. Beauty Inc,28.25,-0.54,-1.88%,28.96,28.24,730708,3/16/21
